gvkey,fyear,industry,tic,adjusted_roa,UG,top20_ug,MBA,top20_mba,PhD,top20_phd,MD,top20_md,Master's,top20_masters,pct_equity,delta_proxy,vega_proxy,log_tdc1,pct_cash_comp,firm_size,equity_capital,charter_value,retained_earnings,rd_intensity,volatility,ceo_age,CEO_gender,masters_factor,md_factor,mba_factor,phd_factor,ug_factor
61676,2020,Software,CTXS,0.020991485729779644,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8269117187981961,0.0,0.8269117187981961,10.025550217501282,0.04425464512244331,8.495018541096488,0.02293150158874207,4.956810986770837,1.018472513300181,0.11002900203196217,0.025944605174821292,51.0,0.0,-0.47024218710790366,-0.18195324958243347,-0.5048237515515195,-0.47581435434036906,0.39279862525945874
61600,2015,Biotech,PRXL,0.020133414462141855,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3882092632861785,1.150255276536513,0.38820926328617855,8.586074269987927,0.24904770687965974,7.531027592068141,0.35671769915727486,1.6751311353529852,0.33618763542072716,0.012868487807912082,0.01847543458510395,61.0,0.0,-0.30750637691746363,-0.07890428096156032,1.6954389051964547,-0.2922982752130367,0.11888928142782612
62921,2020,Biotech,NBIX,0.1526357561604178,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3872437508609118,5.026776518533162,0.38724375086091184,9.538249766165404,0.09491642743644527,7.458589766767363,0.6492188851098173,2.0741414929657767,-0.41713264541419265,0.2533579293249553,0.030528649758094235,63.0,0.0,-0.5452404807670527,-0.23282391101868724,1.7472075832698413,2.7726050854428728,0.16422840318261822
62921,2021,Biotech,NBIX,-0.04837149982905455,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4549519607834782,2.3880093842861783,0.4549519607834782,9.55261090877483,0.10838756795128215,7.63651088700945,0.6629674306393245,1.7719914919865771,-0.30759951749095293,0.20911942098914355,0.022412381599743885,64.0,0.0,-0.5452404807670527,-0.23282391101868724,1.7472075832698413,2.7726050854428728,0.16422840318261822
62921,2022,Biotech,NBIX,-0.024178615787457836,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4305874710471146,0.0,0.4305874710471146,9.384506009497104,0.15534516325818878,7.770096560428536,0.7209861949592604,1.9093958901023693,-0.1750749356186938,0.1958036053531473,0.021794805955927712,65.0,0.0,-0.5452404807670527,-0.23282391101868724,1.7472075832698413,2.7726050854428728,0.16422840318261822
62921,2023,Biotech,NBIX,0.010960906727072423,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4457793033146482,2.0061280650165845,0.4457793033146482,9.664647198480393,0.12612683079450127,8.086840951800124,0.6864735190994649,1.7624137088076193,-0.046164729039798236,0.2180291566709725,0.016919808700856825,66.0,0.0,-0.5452404807670527,-0.23282391101868724,1.7472075832698413,2.7726050854428728,0.16422840318261822
62921,2024,Biotech,NBIX,0.015694557171923793,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4335000659604177,3.731549066935413,0.4335000659604177,9.051980077474326,0.1447055576162491,8.2211294238254,0.6963992793180412,1.6561794104186156,0.00941189125231936,0.19996235243499075,0.02067762144407618,52.0,0.0,-0.611865491625802,-0.26177274897937775,1.730297506630386,2.6768762815875404,1.23043711047659
63080,2017,Software,ANSS,0.02500379952938539,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8097007143178947,1.0647873941067996,0.8097007143178947,9.239807519532128,0.09277908577252128,7.9867167488305775,0.7634666304961581,1.7107071764640023,0.7747668548960897,0.06892317608340702,0.01239531762096822,56.0,0.0,2.0773907570415733,-0.3782551279654841,-0.46740131634680554,2.2241112694781515,0.6914124260053306
63080,2018,Software,ANSS,0.039679364633769976,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.808222381649132,0.983355279676165,0.808222381649132,9.226625447385208,0.09629400648394403,8.091310250811976,0.8112603200770125,1.5067311367960832,0.8747898017246976,0.07158743942064273,0.017300559339213786,57.0,0.0,2.0773907570415733,-0.3782551279654841,-0.46740131634680554,2.2241112694781515,0.6914124260053306
61600,2016,Biotech,PRXL,0.023686519132777507,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3441621500586325,0.9976368350552495,0.3441621500586325,8.659659820652132,0.2855351931195737,7.618840604673095,0.31106963952460465,1.6585293528806653,0.2954032020430213,0.009429329142520381,0.01854044263454833,62.0,0.0,-0.30750637691746363,-0.07890428096156032,1.6954389051964547,-0.2922982752130367,0.11888928142782612
61591,2024,Semiconductors/Hardware,NTAP,0.033496618821477434,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8448741549057021,0.0,0.8448741549057021,9.75518137693903,0.057993398263515274,9.289428778295147,0.09609165665711909,2.8533569432920456,0.013766977732606486,0.09350457359327359,0.020110168851201884,58.0,0.0,-0.3189658785317887,-0.05724406583821757,1.7190928073895329,-0.2890731589288402,0.5378584417136607
63080,2020,Software,ANSS,-0.009122190828225143,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.871321427048008,3.9837148612377717,0.871321427048008,9.553187460269637,0.07567674528318291,8.689563734023457,0.6898089247027652,2.0393576101739326,0.6374481322562238,0.05982082587756434,0.02902936063192488,59.0,0.0,2.0773907570415733,-0.3782551279654841,-0.46740131634680554,2.2241112694781515,0.6914124260053306
43026,2023,Biotech,FTRE,-0.06661709805825683,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2529930498609929,0.41040059513272753,0.2529930498609929,9.70017070911051,0.06610416795722995,8.37958492820829,0.39906361883778574,0.5779229800918688,-0.061392637473606904,0.0,0.0287694509743952,64.0,0.0,-0.4640734528346924,-0.1989941162397805,-0.6279204739384207,-0.4029962759698278,0.3136310234450513
43026,2024,Biotech,FTRE,-0.16786511419457378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.021000032195512,0.9897803922829238,8.182894590735865,0.38064371926687535,0.20531378580609644,-0.18995864997764864,0.0,0.0387801161766146,65.0,0.0,-0.4640734528346924,-0.1989941162397805,-0.6279204739384207,-0.4029962759698278,0.3136310234450513
61591,2023,Semiconductors/Hardware,NTAP,0.033890133706586945,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7654209749036623,0.0,0.7654209749036623,9.569118682288115,0.06985291909062118,9.198976041897133,0.11590978051987458,2.9108727918558808,0.021644583796905027,0.10407605947203398,0.016952018448875637,57.0,0.0,-0.3189658785317887,-0.05724406583821757,1.7190928073895329,-0.2890731589288402,0.5378584417136607
61591,2015,Semiconductors/Hardware,NTAP,-0.03631070053642634,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861502795469819,0.0,0.861502795469819,9.16055352127971,0.08739750452002781,9.2140335438138,0.2870379595496662,0.8354021267871148,0.0029391252366244894,0.08578260436385374,0.016789594446374626,49.0,0.0,-0.3189658785317887,-0.05724406583821757,1.7190928073895329,-0.2890731589288402,0.5378584417136607
61591,2016,Semiconductors/Hardware,NTAP,0.0012318975361260628,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6862312735439284,0.06682541866453102,0.6862312735439284,9.10556202016143,0.09716563943152659,9.158309963881798,0.2928473612135258,1.3496275781533804,-0.003265564099863057,0.08206046560623617,0.021501844898555757,50.0,0.0,-0.3189658785317887,-0.05724406583821757,1.7190928073895329,-0.2890731589288402,0.5378584417136607
61591,2017,Semiconductors/Hardware,NTAP,-0.055424156221737894,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7474431673036472,0.44746152746087736,0.7474431673036472,9.461827774185124,0.0719320010075146,9.196748418456716,0.20952863659401927,2.136704704642875,0.0011150532184490624,0.07937151545869235,0.016301840273063594,51.0,0.0,-0.3189658785317887,-0.05724406583821757,1.7190928073895329,-0.2890731589288402,0.5378584417136607
61591,2018,Semiconductors/Hardware,NTAP,0.04500920046145743,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7645474896294857,0.44288809187473216,0.7645474896294857,9.485314717199191,0.07026222393687369,9.075779878580487,0.12469969111085688,2.7751084807600157,-0.032948175265987874,0.0946116005033749,0.022076071572714955,52.0,0.0,-0.3189658785317887,-0.05724406583821757,1.7190928073895329,-0.2890731589288402,0.5378584417136607
61591,2019,Semiconductors/Hardware,NTAP,0.014440149275432704,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8988535601734194,0.1216435124334529,0.8988535601734194,9.158121280749906,0.10009262255209003,8.925587339030281,0.03217229460249933,3.679082654862618,-0.005716564743419303,0.11260303110874767,0.022270034802273644,53.0,0.0,-0.3189658785317887,-0.05724406583821757,1.7190928073895329,-0.2890731589288402,0.5378584417136607
61591,2020,Semiconductors/Hardware,NTAP,-0.004168432745863676,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8443051958005712,0.0,0.8443051958005712,10.04278904109261,0.04211804112258286,9.144200569471638,0.07318376068376069,3.1866047579790293,-0.004487179487179487,0.09412393162393162,0.03285604308777776,54.0,0.0,-0.3189658785317887,-0.05724406583821757,1.7190928073895329,-0.2890731589288402,0.5378584417136607
61591,2021,Semiconductors/Hardware,NTAP,0.0018527013251459779,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8338307768491212,0.0,0.8338307768491212,9.84604650464129,0.052497859115586895,9.212936997823448,0.08358268501895073,2.956487693767455,0.018053062038699382,0.08787153401156991,0.018837108969196447,55.0,0.0,-0.3189658785317887,-0.05724406583821757,1.7190928073895329,-0.2890731589288402,0.5378584417136607
62263,2015,Biotech,ALXN,-0.048132414655881896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4705293949246272,3.166726065175132,0.47052939492462725,9.596947854133711,0.0712280056245383,9.482900938566658,0.6288335771169773,1.6509232034266432,0.09462226733256023,0.05402113569929103,0.02179355978781755,48.0,0.0,-0.4640734528346924,-0.1989941162397805,-0.6279204739384207,-0.4029962759698278,0.3136310234450513
62263,2016,Biotech,ALXN,-0.022280167162267026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2042951901120011,0.0,0.20429519011200117,6.313149416110009,0.41822646707020916,9.491979220880678,0.6560024145476496,1.1481434301949833,0.14170376518524108,0.0571191428355844,0.02804238938666786,63.0,0.0,-0.4640734528346924,-0.1989941162397805,-0.6279204739384207,-0.4029962759698278,0.3136310234450513
62263,2017,Biotech,ALXN,-0.030492497366874635,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6282600423222392,0.4433768595665334,0.6282600423222392,9.636271547386247,0.058784516471878726,9.516596376010158,0.6547083551125279,1.0950660728151689,0.16253046019744832,0.0669498575456627,0.020102901249250855,55.0,0.0,-0.437846561736299,-0.3795427315475665,-0.5664298745026903,1.8192596771071183,-1.675276740436226
62263,2018,Biotech,ALXN,-0.08315840719446,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7510600506359818,0.0,0.7510600506359818,9.710524576142179,0.07277027334333924,9.541936453739776,0.6578643257559987,0.8646469697705877,0.16624437442129214,0.13733948707642174,0.024576332930137727,56.0,0.0,-0.437846561736299,-0.3795427315475665,-0.5664298745026903,1.8192596771071183,-1.675276740436226
62263,2019,Biotech,ALXN,0.04259884935903899,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8044989904994642,0.0,0.8044989904994642,9.849452819626988,0.06597007892765795,9.772501489239328,0.6424654879564082,0.7529790891151646,0.26065000056997595,0.050266178767256024,0.02326105568621505,57.0,0.0,-0.437846561736299,-0.3795427315475665,-0.5664298745026903,1.8192596771071183,-1.675276740436226
62263,2020,Biotech,ALXN,-0.048828393719419085,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7628864006039536,0.11850194251894011,0.7628864006039536,9.79363133522754,0.07254764273455729,9.803832949375943,0.6436060321493675,1.0795810611025352,0.2827487156824836,0.05539965751532895,0.030786920877681923,58.0,0.0,-0.437846561736299,-0.3795427315475665,-0.5664298745026903,1.8192596771071183,-1.675276740436226
61591,2022,Semiconductors/Hardware,NTAP,0.040357395264466064,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8718842455873501,0.0,0.8718842455873501,9.338253524303493,0.08799297956811813,9.191972714617998,0.11804848237930332,2.442660599887673,0.00794459156651049,0.0973721735587696,0.021269512084067153,56.0,0.0,-0.3189658785317887,-0.05724406583821757,1.7190928073895329,-0.2890731589288402,0.5378584417136607
63080,2019,Software,ANSS,-0.001176252071070527,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8959574789220155,1.7306422461718305,0.8959574789220155,9.8828466369745,0.052765464134720656,8.48444001458844,0.713672172960435,1.8548111731649684,0.6830754675610321,0.061627808212921686,0.014572934196385667,58.0,0.0,2.0773907570415733,-0.3782551279654841,-0.46740131634680554,2.2241112694781515,0.6914124260053306
63080,2021,Software,ANSS,-0.019718727280609277,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.845094370765002,3.5006538108151126,0.845094370765002,9.812502874247196,0.062121337079534045,8.752156849215648,0.7090172942077195,2.052794898154559,0.6645950849372754,0.0640180104909402,0.019906291871119038,60.0,0.0,2.0773907570415733,-0.3782551279654841,-0.46740131634680554,2.2241112694781515,0.6914124260053306
117768,2020,Semiconductors/Hardware,NVDA,0.06830380083140272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7910262372374647,35.96377762089325,0.7910262372374647,9.868709806769663,0.052667937469303934,10.267818117285737,0.5867458580806502,2.948104903154137,0.5200236184918898,0.1362925914348234,0.03642207541063851,57.0,0.0,2.3817498717499115,-0.1953866599476667,-0.5022599177807368,-0.7450632873224258,-0.42013540304343333
110039,2017,Semiconductors/Hardware,AMKR,-0.005469091147122046,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2509002892732747,0.5754039341979639,0.2509002892732747,8.9695032078305,0.33005258727564024,8.416601066668436,0.3687547674902339,0.3658281406684162,-0.004496728857556183,0.036849202334884215,0.02195298095216719,55.0,0.0,-0.4755329544490174,-0.17733390111643768,-0.6042665717453427,-0.3997711596856314,0.7326001837308856
110039,2015,Semiconductors/Hardware,AMKR,-0.04503355845042377,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2880434782608696,0.0,6.824373670043086,0.7608695652173914,8.30184418356794,0.2996261751792226,0.17646141443763716,-0.11466127551906331,0.02034504998387617,0.03351433399168317,53.0,0.0,-0.4755329544490174,-0.17733390111643768,-0.6042665717453427,-0.3997711596856314,0.7326001837308856
110039,2016,Semiconductors/Hardware,AMKR,-0.0122627680033542,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3390913928031231,0.0,7.422176431082099,0.41849258969192965,8.316810143468462,0.33811312860971154,0.5987513509514888,-0.07265121016518226,0.028642115537161245,0.02940919413477332,54.0,0.0,-0.4755329544490174,-0.17733390111643768,-0.6042665717453427,-0.3997711596856314,0.7326001837308856
110039,2018,Semiconductors/Hardware,AMKR,-0.060457087259954814,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.273699472933247,0.7612489800792055,8.410820385787986,0.40719866122323317,-0.1533025467993016,0.030475501101447755,0.03496470984976577,0.027723488525491814,56.0,0.0,-0.4755329544490174,-0.17733390111643768,-0.6042665717453427,-0.3997711596856314,0.7326001837308856
64857,2023,Biotech,SRPT,-0.23001644724658,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.81525734076992,0.0,7.415378580783998,0.4814173876718645,8.09088517110313,0.263230814660158,2.3530958412429883,-1.3616760645180261,0.26875986345546865,0.04703607121101693,61.0,0.0,-0.4640734528346924,-0.1989941162397805,-0.6279204739384207,-0.4029962759698278,0.3136310234450513
110039,2019,Semiconductors/Hardware,AMKR,-0.06869559710156148,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32850404062008876,0.0,8.36667723131812,0.701765737029563,8.454384373479204,0.4182069867312376,0.46633124677377974,0.05392094539266955,0.02931202834985407,0.03432773830582117,57.0,0.0,-0.4755329544490174,-0.17733390111643768,-0.6042665717453427,-0.3997711596856314,0.7326001837308856
122841,2015,Software,RHT,-0.011145476648250961,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7511216176723552,0.0,0.7511216176723552,9.451370441511704,0.07661725469296402,8.332091533720499,0.32115528414605765,2.1830205558687426,0.20210156244171315,0.09947344214903182,0.015237458478942265,48.0,0.0,-0.3189658785317887,-0.05724406583821757,1.7190928073895329,-0.2890731589288402,0.5378584417136607
122841,2016,Software,RHT,0.003554489440785666,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.819736091936925,0.0,0.819736091936925,9.317632031774275,0.08982636473869646,8.419621155542991,0.2750317792989701,2.463392205332015,0.22607434977845445,0.1059864151076527,0.01857468549750181,49.0,0.0,-0.3189658785317887,-0.05724406583821757,1.7190928073895329,-0.2890731589288402,0.5378584417136607
122841,2017,Software,RHT,-0.015785103069970247,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7424866515569886,0.0,0.7424866515569886,9.517638730834346,0.07354311457737787,8.606402251729833,0.2689504487842963,2.876543573935574,0.2313415088796472,0.10579440838877054,0.013238320637041378,50.0,0.0,-0.3189658785317887,-0.05724406583821757,1.7190928073895329,-0.2890731589288402,0.5378584417136607
122841,2018,Software,RHT,-0.011068093999974785,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80606279720229,0.0,0.80606279720229,9.64486862552777,0.06960050883466914,8.628428437006598,0.28880610863181916,2.99589405786535,0.28259061047129097,0.11963268184591028,0.03396675989784284,51.0,0.0,-0.3189658785317887,-0.05724406583821757,1.7190928073895329,-0.2890731589288402,0.5378584417136607
117768,2015,Semiconductors/Hardware,NVDA,0.024184436249866006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7334138400171941,4.0771750827395445,0.7334138400171941,9.15176812384928,0.10804051403966514,8.905172985183382,0.6063772048846676,1.2620417828151878,0.5368685210312076,0.18059701492537314,0.021727895085705745,52.0,0.0,2.3817498717499115,-0.1953866599476667,-0.5022599177807368,-0.7450632873224258,-0.42013540304343333
117768,2016,Semiconductors/Hardware,NVDA,0.11690518047636969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7535034169416736,14.837683338639119,0.7535034169416736,9.40871882407293,0.08169563362630777,9.194312610898985,0.5855096026826542,2.4055698279409943,0.44162178640382077,0.14866375368356874,0.029624614441095768,53.0,0.0,2.3817498717499115,-0.1953866599476667,-0.5022599177807368,-0.7450632873224258,-0.42013540304343333
117768,2017,Semiconductors/Hardware,NVDA,0.20793313320275092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7532967171666642,32.52968476931446,0.7532967171666642,9.472206974168806,0.07696021374326859,9.327323087461798,0.6646205853571746,2.9926140452254475,0.5419446668445868,0.15986122231118227,0.025440864746505927,54.0,0.0,2.3817498717499115,-0.1953866599476667,-0.5022599177807368,-0.7450632873224258,-0.42013540304343333
117768,2018,Semiconductors/Hardware,NVDA,0.2228124182365832,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8510708695654087,17.33028347914122,0.8510708695654087,9.520969974271162,0.07304301348443777,9.494917629474484,0.7028287691844719,2.232680024684721,0.6597201324104724,0.17875413782726451,0.030983054889647605,55.0,0.0,2.3817498717499115,-0.1953866599476667,-0.5022599177807368,-0.7450632873224258,-0.42013540304343333
64857,2024,Biotech,SRPT,-0.016728600145427583,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.69830482597824,0.0,7.589884989498374,0.42814215357674035,8.284800246035264,0.38548455997252706,2.042788140902578,-1.0625809168562665,0.2029994653274031,0.03206573783906701,62.0,0.0,-0.4640734528346924,-0.1989941162397805,-0.6279204739384207,-0.4029962759698278,0.3136310234450513
63080,2022,Software,ANSS,-0.011097701967444681,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8648070741622654,1.3990726162142066,0.8648070741622654,9.992985327541394,0.05286817262481862,8.808061931046513,0.7275554748132648,1.462578413034172,0.6968071657287851,0.06484218994025819,0.026206515798071706,61.0,0.0,2.0773907570415733,-0.3782551279654841,-0.46740131634680554,2.2241112694781515,0.6914124260053306
64853,2021,Semiconductors/Hardware,QRVO,0.04600963173129087,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7594684793050195,0.0,0.7594684793050195,9.217582484458841,0.09136909288527269,8.923867168547723,0.6063622775224422,1.0637916844665143,0.05122936629186669,0.08305100816718763,0.023433762887377526,60.0,0.0,-0.4640734528346924,-0.1989941162397805,-0.6279204739384207,-0.4029962759698278,0.3136310234450513
63080,2023,Software,ANSS,0.0024986752551901525,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8651805562529941,0.0,0.8651805562529941,10.11187439725662,0.03450544822759923,8.89875828940835,0.7360994145059147,1.7665310817760016,0.7091574006110988,0.06757851253776694,0.02068656353579341,62.0,0.0,2.0773907570415733,-0.3782551279654841,-0.46740131634680554,2.2241112694781515,0.6914124260053306
63080,2024,Software,ANSS,-0.004583004384045242,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8954257999421226,0.6793658950118491,0.8954257999421226,10.398508589181665,0.025906218574423462,8.99360511858962,0.7559451232954738,1.5792931921101614,0.709371290643862,0.06558014345524417,0.014523276559081179,63.0,0.0,2.0773907570415733,-0.3782551279654841,-0.46740131634680554,2.2241112694781515,0.6914124260053306
64853,2015,Semiconductors/Hardware,QRVO,-0.06349884486957945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7112897182565668,0.39948822341204704,0.7112897182565668,8.778971745927597,0.11874922454594182,8.794342842132819,0.7578913412661465,0.25028382581988845,-0.06231594348730805,0.06802718097919618,0.03363097922558282,54.0,0.0,-0.4640734528346924,-0.1989941162397805,-0.6279204739384207,-0.4029962759698278,0.3136310234450513
