costat,curcd,datafmt,indfmt,consol,sic,datadate,gvkey,conm,tic,fyear,at,ceq,dltt,lse,ni,revt,xrd,csho,prcc_f,sich,mkt_cap,industry,boardid,companyid,datestartrole,directorid,directorname,companyname,rolename,dateendrole,datestartroleflag,dateendroleflag,seniority,UG,top20_ug,MBA,top20_mba,PhD,top20_phd,MD,top20_md,Master's,top20_masters,dob,gender,diversitynetworklabel,re,volatility,roa,adjusted_roa,firm_size,equity_capital,charter_value,retained_earnings,rd_intensity,ceo_age,ceo_gender,masters_factor,md_factor,phd_factor,mba_factor,ug_factor
I,USD,STD,INDL,C,7372,12/31/15,61676,CITRIX SYSTEMS INC,CTXS,2015,5481.438,1973.446,1324.992,5481.438,319.361,3275.594,563.975,153.817,75.65,7372.0,11636.256050000002,Software,6959.0,6959.0,2015-10-20,52347.0,Bob Calderoni,CITRIX SYSTEMS INC (De-listed 09/2022),Chairman/Interim President/CEO,2016-01-25,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959-06-15,M,,3446.098,0.019925684835215254,0.058262266215544166,-0.007387316902661402,8.60912275427803,0.3600234099154273,1.774344492182815,0.6286850275420428,0.10288814723435712,56.0,0,-0.6773650833982051,-0.27530597743840163,-0.18806471044490725,-0.6182375476915621,0.1164894900028803
I,USD,STD,INDL,C,7372,12/31/16,61676,CITRIX SYSTEMS INC,CTXS,2016,6390.227,2608.727,0.0,6390.227,536.112,3418.265,489.265,156.299,89.31,7372.0,13959.06369,Software,6959.0,6959.0,2016-01-25,272180.0,Kirill Tatarinov,CITRIX SYSTEMS INC (De-listed 09/2022),President/CEO,2017-07-07,10.0,10.0,Executive Director,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3982.033,0.01669721620592197,0.0838956112200709,0.033901349846975744,8.76252507099726,0.4082369843825579,1.6772666612805485,0.623144216942528,0.07656457274522485,,0,-0.6720449074444793,-0.23674111240146314,-0.1428900246012513,-0.648546397838306,-0.5106751006852247
I,USD,STD,INDL,C,7372,12/31/17,61676,CITRIX SYSTEMS INC,CTXS,2017,5820.176,992.461,2127.474,5820.176,-20.719,2824.686,415.801,143.707,88.0,7372.0,12646.216,Software,6959.0,6959.0,2017-07-10,205153.0,David Henshall,CITRIX SYSTEMS INC (De-listed 09/2022),President/CEO,2021-10-01,10.0,10.0,Executive Director,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969-06-15,M,,3498.678,0.01365697330656129,-0.003559857983676095,-0.06119404582033544,8.669085780818076,0.17052078837478454,2.5449256018934907,0.6011292442015499,0.07144131036587209,48.0,0,-0.6637970751564273,-0.2472783908292412,-0.17753790169760764,-0.006433528133942844,0.021768553178682218
I,USD,STD,INDL,C,7372,12/31/18,61676,CITRIX SYSTEMS INC,CTXS,2018,5136.049,551.519,741.825,5136.049,575.667,2973.903,439.984,131.434,102.46,7372.0,13466.72764,Software,6959.0,6959.0,2017-07-10,205153.0,David Henshall,CITRIX SYSTEMS INC (De-listed 09/2022),President/CEO,2021-10-01,10.0,10.0,Executive Director,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969-06-15,M,,4160.865,0.011008424940782614,0.11208362692801413,0.03535847173610361,8.54403938582273,0.10738195838863687,3.1953010133976156,0.8101295373155513,0.08566584937176416,49.0,0,-0.6637970751564273,-0.2472783908292412,-0.17753790169760764,-0.006433528133942844,0.021768553178682218
I,USD,STD,INDL,C,7372,12/31/19,61676,CITRIX SYSTEMS INC,CTXS,2019,4388.926,837.656,952.308,4388.926,681.813,3010.564,518.877,130.067,110.9,7372.0,14424.430300000002,Software,6959.0,6959.0,2017-07-10,205153.0,David Henshall,CITRIX SYSTEMS INC (De-listed 09/2022),President/CEO,2021-10-01,10.0,10.0,Executive Director,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969-06-15,M,,4655.018,0.009667695939815145,0.15534848388876912,0.07514927682880412,8.386839829213447,0.19085671528752135,2.846071081652167,1.0606280443097011,0.11822413957309827,50.0,0,-0.6637970751564273,-0.2472783908292412,-0.17753790169760764,-0.006433528133942844,0.021768553178682218
I,USD,STD,INDL,C,7372,12/31/20,61676,CITRIX SYSTEMS INC,CTXS,2020,4890.347,112.143,1928.389,4890.347,504.446,3236.7,538.08,122.521,130.1,7372.0,15939.9821,Software,6959.0,6959.0,2017-07-10,205153.0,David Henshall,CITRIX SYSTEMS INC (De-listed 09/2022),President/CEO,2021-10-01,10.0,10.0,Executive Director,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969-06-15,M,,4980.684,0.025944605174821292,0.10315137146709631,0.043244610542188554,8.495018541096488,0.02293150158874207,4.956810986770837,1.018472513300181,0.11002900203196217,51.0,0,-0.6637970751564273,-0.2472783908292412,-0.17753790169760764,-0.006433528133942844,0.021768553178682218
I,USD,STD,INDL,C,7372,9/30/15,61685,NUANCE COMMUNICATIONS INC,NUAN,2015,5585.345,2265.252,2118.821,5585.345,-115.01,1931.136,310.332,309.781,16.37,7372.0,5071.1149700000005,Software,27190.0,27190.0,2000-08-21,275794.0,Paul Ricci,NUANCE COMMUNICATIONS INC (Scansoft Inc prior to 10/2005) (De-listed 03/2022),Chairman/CEO,2018-02-28,10.0,10.0,Executive Director,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1956-06-15,M,,-867.334,0.019756800735983685,-0.020591386924173886,-0.08624097004237946,8.627901482200645,0.4055706496196743,0.8058746975882686,-0.15528745314747788,0.05556183190116277,59.0,0,1.5622273968873046,-0.10715234353633471,-0.491437888389294,-0.5932455801115535,1.7735038512552161
I,USD,STD,INDL,C,8731,6/30/15,61600,PAREXEL INTERNATIONAL CORP,PRXL,2015,1865.021,665.286,345.374,1865.021,147.821,2330.274,24.0,55.237,64.31,8731.0,3552.29147,Biotech,23799.0,23799.0,2012-07-01,324013.0,Josef Von Rickenbach,PAREXEL INTERNATIONAL CORP (De-listed 09/2017),Chairman/CEO,2017-09-29,10.0,10.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1954-06-15,M,,626.997,0.01847543458510395,0.0792596973438905,0.013610114225684936,7.531027592068141,0.35671769915727486,1.6751311353529852,0.33618763542072716,0.012868487807912082,61.0,0,-0.5986162497683529,-0.13342965404338525,-0.11640577451831292,1.683520041240194,0.08550762578148682
I,USD,STD,INDL,C,7372,9/30/16,61685,NUANCE COMMUNICATIONS INC,NUAN,2016,5661.47,1931.33,2433.152,5661.47,-12.458,1948.903,271.13,287.633,14.5,7372.0,4170.6785,Software,27190.0,27190.0,2000-08-21,275794.0,Paul Ricci,NUANCE COMMUNICATIONS INC (Scansoft Inc prior to 10/2005) (De-listed 03/2022),Chairman/CEO,2018-02-28,10.0,10.0,Executive Director,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1956-06-15,M,,-545.165,0.018821058139670836,-0.002200488565690536,-0.052194749938785694,8.641438854791012,0.34113578275606865,0.7698698476528447,-0.09629389540172428,0.04789038889193089,60.0,0,1.5622273968873046,-0.10715234353633471,-0.491437888389294,-0.5932455801115535,1.7735038512552161
I,USD,STD,INDL,C,7372,9/30/17,61685,NUANCE COMMUNICATIONS INC,NUAN,2017,5931.923,1931.382,2241.283,5931.923,-150.996,1939.362,266.097,290.187,15.72,7372.0,4561.739640000001,Software,27190.0,27190.0,2000-08-21,275794.0,Paul Ricci,NUANCE COMMUNICATIONS INC (Scansoft Inc prior to 10/2005) (De-listed 03/2022),Chairman/CEO,2018-02-28,10.0,10.0,Executive Director,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1956-06-15,M,,-681.369,0.015230380347839533,-0.025454814568564025,-0.08308900240522336,8.688103722728533,0.3255912121583507,0.8594682419309126,-0.11486477487991668,0.044858471696277914,61.0,0,1.5622273968873046,-0.10715234353633471,-0.491437888389294,-0.5932455801115535,1.7735038512552161
I,USD,STD,INDL,C,7372,9/30/18,61685,NUANCE COMMUNICATIONS INC,NUAN,2018,5302.379,1717.496,2185.361,5302.379,-159.928,2051.661,305.323,287.753,17.32,7372.0,4983.88196,Software,27190.0,27190.0,2018-04-23,745229.0,Mark Benjamin,NUANCE COMMUNICATIONS INC (Scansoft Inc prior to 10/2005) (De-listed 03/2022),CEO,2022-03-04,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-06-15,M,,-863.7,0.019674871784034962,-0.030161555784677028,-0.10688671097658754,8.57591086675367,0.323910456042467,1.0653416812714305,-0.16288914843695632,0.05758226637514972,48.0,0,-0.6773650833982051,-0.27530597743840163,-0.18806471044490725,-0.6182375476915621,0.1164894900028803
I,USD,STD,INDL,C,7372,9/30/19,61685,NUANCE COMMUNICATIONS INC,NUAN,2019,5365.793,2155.006,793.536,5365.793,213.81,1823.092,275.886,285.93,16.31,7372.0,4663.5183,Software,27190.0,27190.0,2018-04-23,745229.0,Mark Benjamin,NUANCE COMMUNICATIONS INC (Scansoft Inc prior to 10/2005) (De-listed 03/2022),CEO,2022-03-04,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-06-15,M,,-426.385,0.015749284509769257,0.039846859541544,-0.040352347518421,8.587799454020839,0.40161929466902657,0.7719766554938566,-0.0794635573903056,0.05141569941292928,49.0,0,-0.6773650833982051,-0.27530597743840163,-0.18806471044490725,-0.6182375476915621,0.1164894900028803
I,USD,STD,INDL,C,7372,9/30/20,61685,NUANCE COMMUNICATIONS INC,NUAN,2020,3593.332,1143.933,1212.085,3593.332,21.396,1478.899,226.234,282.952,33.19,7372.0,9391.17688,Software,27190.0,27190.0,2018-04-23,745229.0,Mark Benjamin,NUANCE COMMUNICATIONS INC (Scansoft Inc prior to 10/2005) (De-listed 03/2022),CEO,2022-03-04,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-06-15,M,,-390.134,0.029953650390963822,0.005954362135199309,-0.05395239878970845,8.186835184737296,0.3183488194244228,2.10529829389098,-0.1085716543865137,0.06295939256378204,50.0,0,-0.6773650833982051,-0.27530597743840163,-0.18806471044490725,-0.6182375476915621,0.1164894900028803
I,USD,STD,INDL,C,7372,9/30/21,61685,NUANCE COMMUNICATIONS INC,NUAN,2021,3386.653,1634.934,580.215,3386.653,-26.726,1362.379,249.2,315.651,55.04,7372.0,17373.43104,Software,27190.0,27190.0,2018-04-23,745229.0,Mark Benjamin,NUANCE COMMUNICATIONS INC (Scansoft Inc prior to 10/2005) (De-listed 03/2022),CEO,2022-03-04,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-06-15,M,,-403.591,0.01795889178761763,-0.007891567278962446,-0.073727164460381,8.12759739702315,0.482758050500007,2.363339650955492,-0.11917105177294515,0.07358297410452148,51.0,0,-0.6773650833982051,-0.27530597743840163,-0.18806471044490725,-0.6182375476915621,0.1164894900028803
A,USD,STD,INDL,C,2836,12/31/20,62921,NEUROCRINE BIOSCIENCES INC,NBIX,2020,1734.7,1126.2,412.3,1734.7,407.3,1045.9,439.5,93.5,95.85,2836.0,8961.975,Biotech,21929.0,21929.0,2017-11-20,206587.0,Doctor Kevin Gorman,NEUROCRINE BIOSCIENCES INC,President/CEO,2024-10-11,10.0,10.0,Executive Director,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1957-06-15,M,,-723.6,0.030528649758094235,0.23479564189773447,0.1748888809728267,7.458589766767363,0.6492188851098173,2.0741414929657767,-0.41713264541419265,0.2533579293249553,63.0,0,-1.100134203416171,-0.3312438243282555,4.350234766446743,1.8020503918807111,-1.3534026059907567
A,USD,STD,INDL,C,2836,12/31/21,62921,NEUROCRINE BIOSCIENCES INC,NBIX,2021,2072.5,1374.0,440.4,2072.5,89.6,1133.5,433.4,94.9,85.17,2836.0,8082.633000000001,Biotech,21929.0,21929.0,2017-11-20,206587.0,Doctor Kevin Gorman,NEUROCRINE BIOSCIENCES INC,President/CEO,2024-10-11,10.0,10.0,Executive Director,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1957-06-15,M,,-637.5,0.022412381599743885,0.043232810615199034,-0.022602786566219522,7.63651088700945,0.6629674306393245,1.7719914919865771,-0.30759951749095293,0.20911942098914355,64.0,0,-1.100134203416171,-0.3312438243282555,4.350234766446743,1.8020503918807111,-1.3534026059907567
A,USD,STD,INDL,C,2836,12/31/22,62921,NEUROCRINE BIOSCIENCES INC,NBIX,2022,2368.7,1707.8,93.5,2368.7,154.5,1488.7,463.8,96.5,119.44,2836.0,11525.96,Biotech,21929.0,21929.0,2017-11-20,206587.0,Doctor Kevin Gorman,NEUROCRINE BIOSCIENCES INC,President/CEO,2024-10-11,10.0,10.0,Executive Director,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1957-06-15,M,,-414.7,0.021794805955927712,0.06522565120108077,0.008170405955106132,7.770096560428536,0.7209861949592604,1.9093958901023693,-0.1750749356186938,0.1958036053531473,65.0,0,-1.100134203416171,-0.3312438243282555,4.350234766446743,1.8020503918807111,-1.3534026059907567
A,USD,STD,INDL,C,2836,12/31/23,62921,NEUROCRINE BIOSCIENCES INC,NBIX,2023,3251.4,2232.0,258.3,3251.4,249.7,1887.1,708.9,98.7,131.76,2836.0,13004.712,Biotech,21929.0,21929.0,2017-11-20,206587.0,Doctor Kevin Gorman,NEUROCRINE BIOSCIENCES INC,President/CEO,2024-10-11,10.0,10.0,Executive Director,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1957-06-15,M,,-150.1,0.016919808700856825,0.0767976871501507,0.028107427535514415,8.086840951800124,0.6864735190994649,1.7624137088076193,-0.046164729039798236,0.2180291566709725,66.0,0,-1.100134203416171,-0.3312438243282555,4.350234766446743,1.8020503918807111,-1.3534026059907567
A,USD,STD,INDL,C,2836,12/31/24,62921,NEUROCRINE BIOSCIENCES INC,NBIX,2024,3718.7,2589.7,455.1,3718.7,341.3,2355.3,743.6,99.4,136.5,2836.0,13568.1,Biotech,21929.0,21929.0,2024-10-11,1313292.0,Doctor Kyle Gano,NEUROCRINE BIOSCIENCES INC,President/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1972-06-15,M,,35.0,0.02067762144407618,0.09177938526904564,0.034710266081024115,8.2211294238254,0.6963992793180412,1.6561794104186156,0.00941189125231936,0.19996235243499075,52.0,0,-1.105454379369897,-0.369808689365194,4.305060080603086,1.8323592420274548,-0.7262380153026518
A,USD,STD,INDL,C,2836,12/31/25,62921,NEUROCRINE BIOSCIENCES INC,NBIX,2025,4631.5,3253.1,415.3,4631.5,478.6,2860.5,1033.1,100.1,141.83,2836.0,14197.183,Biotech,21929.0,21929.0,2024-10-11,1313292.0,Doctor Kyle Gano,NEUROCRINE BIOSCIENCES INC,President/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1972-06-15,M,,460.8,0.023594087024511552,0.10333585231566447,0.05002919712348643,8.440636068694083,0.7023858361222066,1.4734351767722342,0.09949260498758501,0.22305948396847672,53.0,0,-1.105454379369897,-0.369808689365194,4.305060080603086,1.8323592420274548,-0.7262380153026518
I,USD,STD,INDL,C,7372,12/31/17,63080,ANSYS INC,ANSS,2017,2941.623,2245.831,0.0,2941.623,259.251,1095.25,202.746,84.192,147.59,7372.0,12425.89728,Software,2257.0,2257.0,2017-01-01,545851.0,Doctor Ajei Gopal,ANSYS INC (De-listed 07/2025),President/CEO,2025-07-17,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1961-06-15,M,,2279.072,0.01239531762096822,0.08813195980586226,0.03049777196920292,7.9867167488305775,0.7634666304961581,1.7107071764640023,0.7747668548960897,0.06892317608340702,56.0,0,1.0696467132820562,-0.3793636628611668,3.9639718650738267,-0.4961083873776064,0.17442398210701618
I,USD,STD,INDL,C,7372,12/31/18,63080,ANSYS INC,ANSS,2018,3265.964,2649.547,0.0,3265.964,419.375,1293.636,233.802,83.634,142.94,7372.0,11954.64396,Software,2257.0,2257.0,2017-01-01,545851.0,Doctor Ajei Gopal,ANSYS INC (De-listed 07/2025),President/CEO,2025-07-17,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1961-06-15,M,,2857.032,0.017300559339213786,0.12840772280404805,0.051682567612137534,8.091310250811976,0.8112603200770125,1.5067311367960832,0.8747898017246976,0.07158743942064273,57.0,0,1.0696467132820562,-0.3793636628611668,3.9639718650738267,-0.4961083873776064,0.17442398210701618
I,USD,STD,INDL,C,8731,6/30/16,61600,PAREXEL INTERNATIONAL CORP,PRXL,2016,2036.2,633.4,484.8,2036.2,154.9,2426.3,19.2,52.9,62.88,8731.0,3326.352,Biotech,23799.0,23799.0,2012-07-01,324013.0,Josef Von Rickenbach,PAREXEL INTERNATIONAL CORP (De-listed 09/2017),Chairman/CEO,2017-09-29,10.0,10.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1954-06-15,M,,601.5,0.01854044263454833,0.07607307730085454,0.02607881592775938,7.618840604673095,0.31106963952460465,1.6585293528806653,0.2954032020430213,0.009429329142520381,62.0,0,-0.5986162497683529,-0.13342965404338525,-0.11640577451831292,1.683520041240194,0.08550762578148682
A,USD,STD,INDL,C,3572,4/30/25,61591,NETAPP INC,NTAP,2024,10823.0,1040.0,2701.0,10823.0,1186.0,6572.0,1012.0,201.0,89.75,3572.0,18039.75,Semiconductors/Hardware,21903.0,21903.0,2020-07-01,1448606.0,George Kurian,NETAPP INC (Network Appliance Inc prior to 03/2008),CEO,2027-01-01,10.0,40.0,Executive Director,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1966-06-15,M,,149.0,0.020110168851201884,0.10958144691859928,0.052512327730577756,9.289428778295147,0.09609165665711909,2.8533569432920456,0.013766977732606486,0.09350457359327359,58.0,0,-0.6128736957646483,-0.09759737004036201,-0.15034967286003378,1.735222049293508,0.872841853845548
I,USD,STD,INDL,C,7372,12/31/20,63080,ANSYS INC,ANSS,2020,5940.59,4097.872,919.058,5940.59,433.887,1681.297,355.371,86.572,363.8,7372.0,31494.893600000003,Software,2257.0,2257.0,2017-01-01,545851.0,Doctor Ajei Gopal,ANSYS INC (De-listed 07/2025),President/CEO,2025-07-17,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1961-06-15,M,,3786.818,0.02902936063192488,0.07303769490909152,0.013130933984183767,8.689563734023457,0.6898089247027652,2.0393576101739326,0.6374481322562238,0.05982082587756434,59.0,0,1.0696467132820562,-0.3793636628611668,3.9639718650738267,-0.4961083873776064,0.17442398210701618
