directorid,annualreportdate,boardid,salary,bonus,estvaloptaward,eqlinkremratio,wealthdelta
1779146,2022-06-01,2129696,654,,1031,0.84,151
1779146,2020-06-01,2129696,483,,840,0.8,77
1779146,2021-06-01,2129696,640,,1021,0.84,121
1779146,2024-12-01,2129696,,,,,
1252966,2018-10-01,2167653,,,,,
657842,2017-12-01,2200546,115,,,,0
657842,2016-12-01,2200546,105,,,,0
657842,2019-12-01,2200546,,,,,
657842,2015-12-01,2200546,126,,,,0
657842,2018-12-01,2200546,123,,,,0
1491972,2019-12-01,2200546,528,311,,0.47,10
1491972,2021-12-01,2200546,775,0,,0.87,178
1491972,2020-12-01,2200546,675,0,,0.84,66
1491972,2022-12-01,2200546,806,0,,0.84,210
1491972,2024-12-01,2200546,872,0,,0.72,71
1491972,2017-12-01,2200546,413,438,,0.78,82
1491972,2018-12-01,2200546,494,0,,0.57,18
1491972,2023-12-01,2200546,834,0,,0.78,119
1760716,2024-12-01,2200546,4,,,,
1890670,2024-05-01,2297028,,,,,
1758691,2018-12-01,2297491,,,,,
1758691,2021-01-01,2297491,,,,,
1758691,2019-12-01,2297491,,,,,
271741,2019-02-01,2297998,,,,,
271741,2017-12-01,2297998,,,,,
271741,2015-12-01,2297998,,,,,
271741,2016-12-01,2297998,,,,,
488928,2017-11-01,2298018,,,,,
488928,2015-11-01,2298018,,,,,
488928,2016-11-01,2298018,,,,,
488928,2016-11-01,2298018,,,,,
488928,2018-06-01,2298018,,,,,
1026,2016-12-01,2298387,95,,,,15
1026,2018-12-01,2298387,95,,,,22
1026,2022-12-01,2298387,190,,,0.27,33
1026,2021-12-01,2298387,195,,,0.18,41
1026,2017-12-01,2298387,95,,,,21
1026,2020-12-01,2298387,155,,,,57
1026,2023-12-01,2298387,,,,,
1026,2015-12-01,2298387,45,,,,25
1026,2019-12-01,2298387,107,,,,44
843302,2020-02-01,2355566,,,,,
843302,2016-01-01,2355566,,,,,
843302,2017-01-01,2355566,,,,,
843302,2021-01-01,2355566,,,,,
843302,2018-01-01,2355566,,,,,
843302,2019-01-01,2355566,,,,,
35469,2017-12-01,2456520,,,,,
35469,2019-12-01,2456520,,,,,
35469,2021-03-01,2456520,,,,,
35469,2018-12-01,2456520,,,,,
35469,2016-12-01,2456520,,,,,
327474,2021-03-01,2456520,,,,,
327474,2019-12-01,2456520,,,,,
327474,2018-12-01,2456520,,,,,
327474,2017-12-01,2456520,,,,,
982110,2021-12-01,2504679,,,,,
982110,2020-12-01,2504679,,,,,
982110,2017-12-01,2504679,,,,,
982110,2022-12-01,2504679,,,,,
982110,2018-12-01,2504679,,,,,
982110,2016-12-01,2504679,,,,,
982110,2024-12-01,2504679,,,,,
982110,2019-12-01,2504679,,,,,
982110,2023-12-01,2504679,,,,,
507530,2023-12-01,2528046,,,,,
507530,2022-12-01,2528046,,,,,
507530,2020-12-01,2528046,,,,,
507530,2021-12-01,2528046,,,,,
507530,2024-12-01,2528046,,,,,
272786,2019-10-01,2595940,,,,,
272786,2017-01-01,2595940,,,,,
1488593,2020-12-01,2725802,,,,,
1488593,2024-12-01,2725802,,,,,
1488593,2018-12-01,2725802,,,,,
1488593,2019-12-01,2725802,,,,,
1488593,2021-12-01,2725802,,,,,
1488593,2022-12-01,2725802,,,,,
1488593,2017-12-01,2725802,,,,,
1488593,2023-12-01,2725802,,,,,
497854,2022-12-01,2825901,,,,,
497854,2021-12-01,2825901,,,,,
497854,2020-12-01,2825901,,,,,
2277545,2024-12-01,2825901,,,,,
2277545,2023-12-01,2825901,,,,,
895019,2024-12-01,3021203,,,,,
1203855,2021-12-01,3022341,,,,,
1203855,2022-08-01,3022341,,,,,
1315152,2020-03-01,3049380,,,,,
1315152,2021-03-01,3049380,,,,,
1315152,2022-10-01,3049380,,,,,
513708,2020-12-01,3049405,,,,,
513708,2023-12-01,3049405,,,,,
513708,2021-12-01,3049405,,,,,
513708,2022-12-01,3049405,,,,,
513708,2019-12-01,3049405,,,,,
895019,2024-03-01,3049858,,,,,
2299828,2024-12-01,3051757,,,,,
2299828,2023-12-01,3051757,,,,,
2299828,2022-12-01,3051757,,,,,
2299828,2020-12-01,3051757,,,,,
2299828,2021-12-01,3051757,,,,,
272786,2022-12-01,3092905,,,,,
272786,2023-12-01,3092905,,,,,
272786,2019-12-01,3092905,,,,,
272786,2024-12-01,3092905,,,,,
272786,2020-12-01,3092905,,,,,
272786,2021-12-01,3092905,,,,,
272786,2023-12-01,3092905,,,,,
541897,2020-12-01,3307774,,,,,
541897,2021-12-01,3307774,,,,,
183256,2023-05-01,3296863,,,,,
45781,2024-12-01,3356450,,,,,
180412,2023-12-01,3356450,,,,,
180412,2024-12-01,3356450,,,,,
1996885,2023-01-01,3384931,,,,,
1996885,2022-01-01,3384931,,,,,
1996885,2024-01-01,3384931,,,,,
1996885,2025-01-01,3384931,,,,,
180412,2022-12-01,3387599,,,,,
180412,2021-12-01,3387599,,,,,
180412,2023-12-01,3387599,,,,,
206108,2022-12-01,3427649,,,,,
206108,2023-12-01,3427649,,,,,
206108,2024-12-01,3427649,,,,,
205153,2025-02-01,3485298,,,,,
205153,2023-01-01,3485298,,,,,
205153,2024-01-01,3485298,,,,,
1396615,2023-06-01,3597877,,,,,
1396615,2024-06-01,3597877,,,,,
2680998,2023-06-01,3597877,,,,,
1618087,2024-03-01,3684000,1705,3116,,0.87,331
1618087,2025-03-01,3684000,1744,3009,,0.8,571
843302,2024-12-01,3684926,,,,,
843302,2023-12-01,3684926,,,,,
1779146,2024-12-01,3901563,,,,,
345845,2024-12-01,3907518,,,,,
513708,2023-12-01,1384,4,,,0.97,2
513708,2024-12-01,1384,61,,,0.83,4
745229,2016-06-01,3101,525,,1170,0.83,169
745229,2015-06-01,3101,450,,665,0.84,145
1621914,2024-06-01,3101,125,,,0.74,0
1621914,2025-06-01,3101,130,,,0.73,16
1621914,2022-06-01,3101,85,,,0.74,2
1621914,2023-06-01,3101,120,,,0.74,5
857412,2015-12-01,5118,1290,,,0.75,237
857412,2017-12-01,5118,1588,,,0.74,325
857412,2022-12-01,5118,1700,0,,0.7,864
857412,2024-12-01,5118,,,,,
857412,2016-12-01,5118,1513,,,0.7,228
857412,2019-12-01,5118,1650,,,0.73,561
857412,2023-12-01,5118,0,,,1,649
857412,2020-12-01,5118,1687,,,0.74,841
857412,2021-12-01,5118,1700,,,0.71,917
857412,2015-12-01,5118,1290,,,0.75,237
857412,2020-12-01,5118,1687,,,0.74,841
857412,2016-12-01,5118,1513,,,0.7,228
857412,2017-12-01,5118,1588,,,0.74,325
857412,2018-12-01,5118,1638,,,0.74,287
857412,2019-12-01,5118,1650,,,0.73,561
857412,2022-12-01,5118,1700,0,,0.7,864
857412,2023-12-01,5118,0,,,1,649
857412,2018-12-01,5118,1638,,,0.74,287
69696,2015-12-01,7204,0,,,1,40
69696,2021-12-01,7204,0,,,1,82
69696,2017-12-01,7204,0,,,1,49
69696,2022-12-01,7204,,,,,
69696,2016-12-01,7204,0,,,1,42
69696,2020-12-01,7204,0,,,1,71
69696,2018-12-01,7204,0,,,1,54
84112,2016-12-01,8663,52,,,0.59,2
84112,2018-12-01,8663,,,,,
84112,2017-12-01,8663,115,,170,0.69,1
545851,2024-12-01,11985,11,,,0.97,4
444827,2022-12-01,15207,120,,,0.62,
333755,2020-12-01,16506,1174,2000,,0.84,709
747756,2018-12-01,16506,328,,,,
747756,2015-12-01,16506,300,,,,
747756,2024-12-01,16506,400,,,,10
747756,2016-12-01,16506,300,,,,
747756,2017-12-01,16506,300,,,,
747756,2021-12-01,16506,345,,,,
747756,2022-12-01,16506,362,,,,6
747756,2023-12-01,16506,400,,,,7
747756,2019-12-01,16506,345,,,,
747756,2020-12-01,16506,345,,,,5
747756,2016-01-01,17478,1613,,21476,0.96,2318
747756,2022-01-01,17478,1650,,19906,0.96,7256
747756,2019-12-01,17478,1650,,17215,0.94,5169
747756,2017-01-01,17478,1600,,24420,0.96,3244
747756,2021-01-01,17478,1650,,20577,0.95,6035
747756,2017-12-01,17478,1600,,28776,0.97,4590
747756,2018-12-01,17478,1642,,15347,0.94,4068
747756,2023-12-01,17478,,,,,
747756,2018-12-01,17478,1642,,15347,0.94,4068
747756,2021-01-01,17478,1650,,20577,0.95,6035
747756,2022-01-01,17478,1650,,19906,0.96,7256
747756,2016-01-01,17478,1613,,21476,0.96,2318
747756,2017-01-01,17478,1600,,24420,0.96,3244
747756,2019-12-01,17478,1650,,17215,0.94,5169
747756,2017-12-01,17478,1600,,28776,0.97,4590
747756,2023-01-01,17478,0,,,1,460
879247,2024-12-01,17478,1600,0,10631,0.93,2542
879247,2023-01-01,17478,0,,8721,1,2888
879247,2025-12-01,17478,1600,0,26708,0.97,3965
879247,2023-12-01,17478,1585,0,12024,0.95,2459
879247,2017-12-01,17478,897,,9394,0.97,1403
879247,2024-12-01,17478,1600,0,10631,0.93,2542
879247,2021-01-01,17478,1022,,10295,0.95,2130
879247,2018-12-01,17478,934,,6747,0.93,1349
879247,2025-12-01,17478,1600,0,26708,0.97,3965
879247,2019-12-01,17478,970,,8391,0.94,1835
879247,2017-01-01,17478,875,,7471,0.94,953
879247,2022-01-01,17478,1030,,9400,0.95,2639
879247,2023-01-01,17478,0,,8721,1,2888
879247,2023-12-01,17478,1585,0,12024,0.95,2459
205405,2023-08-01,20589,1255,,,0.96,1475
205405,2024-08-01,20589,1417,,,0.96,1804
2107029,2023-12-01,22589,,,,,
453077,2025-02-01,3929783,,,,,
1621914,2025-02-01,3929783,,,,,
34345,2025-03-01,3945567,,,,,
327474,2015-10-01,1573,772,,5601,0.97,1059
327474,2020-10-01,1573,204,,,0.61,228
327474,2016-09-01,1573,823,,3140,0.85,547
327474,2019-09-01,1573,200,,,0.49,139
327474,2017-09-01,1573,800,,2517,0.94,726
327474,2018-09-01,1573,,,,,
327474,2021-10-01,1573,,,,,
327474,2018-09-01,1573,565,,,0.61,407
327474,2016-09-01,1573,823,,3140,0.85,547
327474,2015-10-01,1573,772,,5601,0.97,1059
327474,2017-09-01,1573,800,,2517,0.94,726
327474,2018-09-01,1573,565,,,0.61,407
327486,2017-09-01,1573,850,,2797,0.95,409
327486,2022-09-01,1573,1124,,,0.86,274
327486,2023-09-01,1573,1171,,,0.93,439
327486,2018-09-01,1573,895,,,0.8,334
327486,2020-10-01,1573,1044,,,0.97,633
327486,2016-09-01,1573,660,,4634,0.89,334
327486,2021-10-01,1573,1070,,,0.94,809
327486,2019-09-01,1573,972,,,0.86,270
327486,2024-09-01,1573,1175,,,0.91,587
327486,2017-09-01,1573,850,,2797,0.95,409
327486,2022-09-01,1573,1124,,,0.86,274
327486,2015-10-01,1573,514,,2139,0.96,328
327486,2020-10-01,1573,1044,,,0.97,633
327486,2019-09-01,1573,972,,,0.86,270
327486,2021-10-01,1573,1070,,,0.94,809
327486,2024-09-01,1573,1175,,,0.91,587
327486,2016-09-01,1573,660,,4634,0.89,334
327486,2018-09-01,1573,895,,,0.8,334
327486,2023-09-01,1573,1171,,,0.93,439
647302,2017-12-01,2079,,,,,
647302,2016-12-01,2079,,,,,
647302,2015-12-01,2079,,,,,
647302,2019-12-01,2079,,,,,
647302,2018-12-01,2079,,,,,
647302,2020-12-01,2079,,,,,
1365884,2020-12-01,2079,,,,,
1365884,2023-12-01,2079,,,,,
1365884,2022-12-01,2079,,,,,
1365884,2024-12-01,2079,,,,,
1365884,2021-12-01,2079,,,,,
183266,2017-12-01,4354,1094,,6732,0.94,1546
183266,2023-12-01,4354,0,,15759,1,1643
183266,2018-12-01,4354,1149,,7519,0.94,1419
183266,2024-12-01,4354,,,,,
183266,2023-12-01,4354,,,,,
183266,2015-12-01,4354,973,,6261,0.94,3219
183266,2020-12-01,4354,1299,,9348,0.95,1475
183266,2021-12-01,4354,1260,,,0.91,1479
183266,2017-12-01,4354,1094,,6732,0.94,1546
183266,2019-12-01,4354,1200,,3515,0.92,1348
183266,2020-12-01,4354,1299,,9348,0.95,1475
183266,2015-12-01,4354,973,,6261,0.94,3219
183266,2016-12-01,4354,1038,,6355,0.94,1371
183266,2021-12-01,4354,1260,,,0.91,1479
183266,2022-12-01,4354,1314,,3824,0.94,1824
183266,2016-12-01,4354,1038,,6355,0.94,1371
183266,2019-12-01,4354,1200,,3515,0.92,1348
183266,2022-12-01,4354,1314,,3824,0.94,1824
183266,2018-12-01,4354,1149,,7519,0.94,1419
183266,2023-12-01,4354,0,,15759,1,1643
1203855,2022-12-01,4354,85,,,0.86,11
1203855,2024-12-01,4354,,,,,
1203855,2023-12-01,4354,99,,,0.8,15
2113430,2024-12-01,4354,1050,,1570,0.91,241
2113430,2024-12-01,4354,1050,,1570,0.91,241
2113430,2023-12-01,4354,65,900,8715,0.95,285
2113430,2023-12-01,4354,65,900,8715,0.95,285
206108,2021-12-01,4427,,,,,
206108,2017-12-01,4427,,,,,
206108,2018-12-01,4427,,,,,
206108,2020-12-01,4427,,,,,
206108,2022-12-01,4427,,,,,
206108,2016-12-01,4427,,,,,
206108,2022-12-01,4427,,,,,
206108,2019-12-01,4427,,,,,
499843,2016-12-01,4427,,,,,
499843,2015-12-01,4427,,,,,
1712387,2023-12-01,4427,,,,,
1712387,2022-12-01,4427,,,,,
1712387,2024-12-01,4427,,,,,
182411,2017-12-01,5480,700,,9094,0.96,1720
182411,2023-12-01,5480,,,,,
182411,2016-12-01,5480,650,,6165,0.96,1020
182411,2022-01-01,5480,720,,11706,0.96,4252
182411,2018-12-01,5480,725,,5956,0.93,1489
182411,2021-01-01,5480,739,,17456,0.97,4864
182411,2019-12-01,5480,725,,7326,0.99,2875
182411,2016-01-01,5480,650,,5124,0.93,857
182411,2022-12-01,5480,0,,,,1047
182411,2015-01-01,5480,0,,,,
182411,2018-12-01,5480,725,,5956,0.93,1489
182411,2022-01-01,5480,720,,11706,0.96,4252
182411,2019-12-01,5480,725,,7326,0.99,2875
182411,2017-12-01,5480,700,,9094,0.96,1720
182411,2016-01-01,5480,650,,5124,0.93,857
182411,2016-12-01,5480,650,,6165,0.96,1020
182411,2021-01-01,5480,739,,17456,0.97,4864
540099,2018-12-01,5480,109,,,0.66,16
540099,2024-12-01,5480,134,,,0.66,3
540099,2021-01-01,5480,139,,,0.7,8
540099,2023-12-01,5480,144,,,0.67,6
540099,2022-01-01,5480,140,,,0.65,5
540099,2016-12-01,5480,107,,,0.67,8
540099,2017-12-01,5480,111,,,0.6,14
540099,2019-12-01,5480,131,,,0.64,4
540099,2016-01-01,5480,96,,,0.68,6
540099,2022-12-01,5480,140,,,0.63,7
550037,2022-12-01,5480,725,,8078,0.99,2205
550037,2024-12-01,5480,750,,12138,0.97,3796
550037,2023-12-01,5480,750,,15670,0.97,4003
550037,2022-01-01,5480,605,,31923,0.98,1448
550037,2018-12-01,5480,500,,,,
550037,2016-01-01,5480,375,,1025,0.86,143
550037,2024-12-01,5480,750,,12138,0.97,3796
550037,2021-01-01,5480,562,,,,
550037,2017-12-01,5480,434,,1604,0.93,462
550037,2019-12-01,5480,550,,,,
550037,2022-12-01,5480,725,,8078,0.99,2205
550037,2023-12-01,5480,750,,15670,0.97,4003
550037,2022-01-01,5480,605,,31923,0.98,1448
550037,2016-12-01,5480,400,,1356,0.95,226
745229,2023-12-01,6382,100,,,0.74,6
745229,2024-12-01,6382,50,,,0.82,9
183256,2017-12-01,6389,,,,,
183256,2016-12-01,6389,,,,,
183256,2018-12-01,6389,,,,,
183256,2015-12-01,6389,,,,,
1448606,2024-12-01,6837,120,,,0.61,12
1448606,2021-12-01,6837,120,,,0.61,2
1448606,2022-12-01,6837,120,,,0.66,8
1448606,2023-12-01,6837,120,,,0.61,10
892665,2018-12-01,9961,772,,864,0.79,205
892665,2015-12-01,9961,609,,609,0.82,109
892665,2016-12-01,9961,700,,2019,0.88,162
892665,2017-12-01,9961,743,,1449,0.85,243
31551,2015-12-01,11430,110,,,0.64,38
31551,2018-12-01,11430,110,,,0.61,43
31551,2020-12-01,11430,152,,,0.4,30
31551,2021-12-01,11430,160,,,0.49,48
31551,2019-12-01,11430,110,,,0.61,48
31551,2017-12-01,11430,110,,,0.66,49
31551,2022-12-01,11430,,,,,
48076,2019-12-01,16239,1227,,63480,0.99,1983
48076,2021-12-01,16239,,,,,
48076,2019-12-01,16239,1227,,63480,0.99,1983
48076,2021-12-01,16239,,,,,
48076,2018-12-01,16239,898,2500,,0.79,286
48076,2020-12-01,16239,1250,,,0.93,1559
48076,2016-12-01,16239,195,,,0.99,0
48076,2017-12-01,16239,850,1750,,0.79,188
48076,2020-12-01,16239,1250,,,0.93,1559
61502,2024-12-01,16239,0,,,,
103257,2017-12-01,16239,,,,,
103257,2016-12-01,16239,0,,,1,16
103257,2015-12-01,16239,0,,,1,10
182411,2023-12-01,16239,0,,,1,16
182411,2024-12-01,16239,,,,,
182411,2022-12-01,16239,0,,,,28
486395,2021-12-01,16239,1099,1750,,0.99,3529
486395,2022-12-01,16239,1302,,,0.83,1734
486395,2024-12-01,16239,,,,,
486395,2023-12-01,16239,1068,,,0.97,3773
486395,2021-12-01,16239,1099,1750,,0.99,3529
486395,2023-12-01,16239,1068,,,0.97,3773
486395,2022-12-01,16239,1302,,,0.83,1734
486395,2024-12-01,16239,,,,,
764621,2017-12-01,16239,1380,,,0.95,453
764621,2016-12-01,16239,1250,,,0.94,958
764621,2018-12-01,16239,,,,,
764621,2016-12-01,16239,1250,,,0.94,958
764621,2017-12-01,16239,1380,,,0.95,453
764621,2015-12-01,16239,1100,,,0.91,1044
764621,2018-12-01,16239,,,,,
764621,2015-12-01,16239,1100,,,0.91,1044
1207036,2021-12-01,16239,,,,,
1207036,2018-12-01,16239,101,,,0.68,4
1207036,2020-12-01,16239,115,,,0.6,7
1207036,2019-12-01,16239,121,,,0.62,8
1207036,2017-12-01,16239,30,,,0.84,2
63117,2025-08-01,17238,1000,,,0.9,2669
63117,2020-08-01,17238,0,,,,
63117,2022-08-01,17238,1249,,,0.91,1157
63117,2024-08-01,17238,1049,,,0.84,1903
63117,2015-08-01,17238,1050,,671,0.77,211
63117,2023-08-01,17238,1255,,,0.95,2214
63117,2016-08-01,17238,1100,,,0.81,268
63117,2019-08-01,17238,0,,,,
63117,2022-08-01,17238,1249,,,0.91,1157
63117,2024-08-01,17238,1049,,,0.84,1903
63117,2025-08-01,17238,1000,,,0.9,2669
63117,2016-08-01,17238,1100,,,0.81,268
63117,2017-08-01,17238,1100,,,0.93,445
63117,2023-08-01,17238,1255,,,0.95,2214
63117,2017-08-01,17238,1100,,,0.93,445
63117,2018-08-01,17238,0,,,,
63117,2021-08-01,17238,0,,,,
63117,2015-08-01,17238,1050,,671,0.77,211
540451,2025-08-01,17238,1177,,,0.94,319
540451,2025-08-01,17238,1177,,,0.94,319
540451,2024-08-01,17238,878,,,0.8,111
540451,2022-08-01,17238,700,,,0.82,123
540451,2023-08-01,17238,717,,,0.89,119
1996477,2023-08-01,17238,991,,,0.93,281
1996477,2023-08-01,17238,991,,,0.93,281
1996477,2024-08-01,17238,,,,,
1996477,2024-08-01,17238,,,,,
1996477,2022-08-01,17238,700,,,0.82,130
33316,2017-12-01,18888,,,,,
33316,2016-12-01,18888,,,,,
33316,2016-12-01,18888,1500,,,0.95,1063
33316,2015-12-01,18888,1500,,,0.93,1157
33316,2015-12-01,18888,1500,,,0.93,1157
33316,2016-12-01,18888,1500,,,0.95,1063
48076,2025-08-01,20589,0,,,1,8
48076,2024-08-01,20589,7,,,0.96,5
56477,2016-09-01,20589,588,,1525,0.89,801
56477,2015-09-01,20589,1062,,1336,0.82,741
56477,2017-08-01,20589,,,,,
56477,2015-09-01,20589,1062,,1336,0.82,741
56477,2016-09-01,20589,588,,1525,0.89,801
56477,2017-08-01,20589,,,,,
205405,2019-08-01,20589,1286,,,0.89,677
205405,2017-08-01,20589,388,,10491,0.98,350
205405,2025-08-01,20589,1446,,,0.96,1656
205405,2018-08-01,20589,1200,,4603,0.92,711
205405,2020-09-01,20589,1369,,,0.89,787
205405,2025-08-01,20589,1446,,,0.96,1656
205405,2022-09-01,20589,1410,,,0.93,1127
205405,2020-09-01,20589,1369,,,0.89,787
205405,2021-09-01,20589,1350,,,0.93,1303
205405,2017-08-01,20589,388,,10491,0.98,350
205405,2023-08-01,20589,1255,,,0.96,1475
205405,2019-08-01,20589,1286,,,0.89,677
205405,2024-08-01,20589,1417,,,0.96,1804
49516,2020-12-01,21105,75,,,0.84,136
49516,2024-12-01,21105,,,,,
49516,2022-12-01,21105,108,,,0.7,206
49516,2023-12-01,21105,100,,,0.75,198
49516,2019-12-01,21105,23,,,0.88,89
49516,2021-12-01,21105,80,,,0.77,208
486930,2023-12-01,22588,,,,,
486930,2024-12-01,22588,,,,,
486930,2024-12-01,22588,,,,,
33503,2015-05-01,23295,950,,61365,0.99,16064
33503,2020-05-01,23295,950,,,,9581
33503,2019-05-01,23295,950,,,,19385
33503,2016-05-01,23295,950,,26010,0.98,15982
33503,2018-05-01,23295,950,,,1,19446
33503,2023-05-01,23295,950,,,0.81,22621
33503,2022-05-01,23295,950,,,0.89,21342
33503,2017-05-01,23295,950,,32437,0.98,15212
33503,2021-05-01,23295,950,,,0.91,14614
33503,2024-05-01,23295,950,,,0.85,21815
33503,2025-05-01,23295,950,,,,24492
33503,2017-05-01,23295,950,,32437,0.98,15212
33503,2020-05-01,23295,950,,,,9581
33503,2021-05-01,23295,950,,,0.91,14614
33503,2022-05-01,23295,950,,,0.89,21342
33503,2024-05-01,23295,950,,,0.85,21815
33503,2019-05-01,23295,950,,,,19385
33503,2015-05-01,23295,950,,61365,0.99,16064
33503,2023-05-01,23295,950,,,0.81,22621
33503,2018-05-01,23295,950,,,1,19446
33503,2025-05-01,23295,950,,,,24492
33503,2016-05-01,23295,950,,26010,0.98,15982
86007,2020-05-01,23295,,,,,
86007,2015-05-01,23295,950,,61365,0.99,9491
86007,2016-05-01,23295,950,,26010,0.98,9243
86007,2018-05-01,23295,950,,,1,17925
86007,2019-05-01,23295,950,,,,19816
86007,2016-05-01,23295,950,,26010,0.98,9243
86007,2018-05-01,23295,950,,,1,17925
86007,2020-05-01,23295,,,,,
86007,2015-05-01,23295,950,,61365,0.99,9491
86007,2017-05-01,23295,950,,32437,0.98,11622
86007,2017-05-01,23295,950,,32437,0.98,11622
86007,2019-05-01,23295,950,,,,19816
90127,2023-12-01,26741,0,,,1,8
90127,2024-12-01,26741,0,,,1,19
90127,2022-12-01,26741,6,,,0.6,0
1621922,2021-01-01,29065,0,,,1,3
1621922,2023-12-01,29065,0,,,1,6
1621922,2024-12-01,29065,,,,,
1621922,2022-01-01,29065,0,,,1,4
1621922,2022-12-01,29065,0,,,1,2
1398426,2020-12-01,1986971,,,,,
324013,2020-12-01,2673818,,,,,
324013,2022-12-01,2673818,,,,,
324013,2023-12-01,2673818,,,,,
324013,2021-12-01,2673818,,,,,
330139,2019-11-01,2673857,,,,,
330139,2018-12-01,2673857,,,,,
330139,2017-12-01,2673857,,,,,
1123231,2019-12-01,2676681,,,,,
1123231,2020-12-01,2676681,,,,,
1109557,2024-12-01,2707791,,,,,
1109557,2024-12-01,2707791,,,,,
657839,2020-12-01,2814691,,,,,
657839,2021-12-01,2814691,,,,,
657839,2018-12-01,2814691,,,,,
657839,2019-12-01,2814691,,,,,
657839,2022-12-01,2814691,,,,,
657839,2023-12-01,2814691,,,,,
275263,2023-03-01,2819136,,,,,
275263,2019-12-01,2819136,,,,,
275263,2018-12-01,2819136,,,,,
275263,2021-12-01,2819136,,,,,
275263,2020-12-01,2819136,,,,,
541897,2018-12-01,2819543,,,,,
541897,2023-12-01,2819543,,,,,
541897,2020-12-01,2819543,,,,,
541897,2024-12-01,2819543,,,,,
541897,2022-12-01,2819543,,,,,
541897,2019-12-01,2819543,,,,,
541897,2021-12-01,2819543,,,,,
601215,2023-04-01,2888163,,,,,
601215,2018-12-01,2888163,,,,,
601215,2020-12-01,2888163,,,,,
601215,2019-12-01,2888163,,,,,
601215,2021-12-01,2888163,,,,,
330139,2024-12-01,2889378,,,,,
330139,2020-12-01,2889378,,,,,
330139,2021-12-01,2889378,,,,,
330139,2022-12-01,2889378,,,,,
330139,2023-12-01,2889378,,,,,
330139,2022-12-01,2889378,,,,,
1252966,2019-12-01,2923206,,,,,
1252966,2021-12-01,2923206,,,,,
1252966,2023-12-01,2923206,,,,,
1252966,2020-12-01,2923206,,,,,
1252966,2024-12-01,2923206,,,,,
1252966,2022-12-01,2923206,,,,,
1252966,2018-12-01,2923206,,,,,
1301965,2021-12-01,2991420,,,,,
1301965,2022-12-01,2991420,,,,,
1301965,2024-12-01,2991420,,,,,
1301965,2019-12-01,2991420,,,,,
1301965,2023-12-01,2991420,,,,,
1301965,2020-12-01,2991420,,,,,
206108,2024-12-01,3030076,,,,,
1026,2019-12-01,3030080,,,,,
657839,2021-12-01,3030080,,,,,
657839,2019-12-01,3030080,,,,,
657839,2020-12-01,3030080,,,,,
657839,2022-12-01,3030080,,,,,
2310470,2021-12-01,3198908,,,,,
2310470,2022-12-01,3198908,,,,,
2310470,2023-12-01,3198908,,,,,
2310470,2024-12-01,3198908,,,,,
1093467,2022-12-01,3201625,,,,,
1093467,2020-12-01,3201625,,,,,
1093467,2021-12-01,3201625,,,,,
1093467,2023-12-01,3201625,,,,,
183266,2023-12-01,3275872,,,,,
183266,2024-12-01,3275872,,,,,
347211,2023-12-01,3275872,,,,,
347211,2024-12-01,3275872,,,,,
31551,2023-12-01,3276162,,,,,
324013,2020-12-01,3278230,,,,,
324013,2021-12-01,3278230,,,,,
485621,2022-12-01,3299324,,,,,
485621,2020-12-01,3299324,13,,,,
485621,2021-12-01,3299324,175,,,0.52,4
540927,2023-12-01,3299324,,,,,
540927,2023-12-01,3299324,1023,,,0.94,140
540927,2024-12-01,3299324,1400,,,0.91,270
540927,2024-12-01,3299324,1400,,,0.91,270
540927,2023-12-01,3299324,1023,,,0.94,140
540927,2022-12-01,3299324,0,,,,
2033434,2020-12-01,3299324,872,1000,,0.34,34
2033434,2022-12-01,3299324,1300,,,0.92,219
2033434,2021-12-01,3299324,1300,,,0.91,131
2033434,2023-12-01,3299324,,,,,
2033434,2022-12-01,3299324,1300,,,0.92,219
2033434,2020-12-01,3299324,872,1000,,0.34,34
2033434,2021-12-01,3299324,1300,,,0.91,131
2033434,2023-12-01,3299324,,,,,
485621,2020-12-01,3299965,,,,,
485621,2021-12-01,3299965,,,,,
485621,2022-11-01,3299965,,,,,
764621,2024-12-01,3324776,,,,,
1758691,2022-12-01,3346092,,,,,
1758691,2021-12-01,3346092,,,,,
1758691,2024-12-01,3346092,,,,,
1758691,2023-12-01,3346092,,,,,
33491,2021-12-01,3368629,,,,,
33491,2022-12-01,3368629,,,,,
34345,2023-03-01,3370524,,,,,
34345,2021-12-01,3370524,,,,,
324013,2021-12-01,3370701,,,,,
272802,2024-12-01,3393200,,,,,
272802,2023-12-01,3393200,,,,,
272802,2022-12-01,3393200,,,,,
1396615,2024-06-01,3393854,,,,,
1093467,2023-12-01,3415681,,,,,
1093467,2022-12-01,3415681,,,,,
1975125,2023-12-01,3449260,,,,,
1975125,2022-12-01,3449260,,,,,
1975125,2024-11-01,3449260,,,,,
1975125,2021-12-01,3449260,,,,,
453077,2021-12-01,3469267,0,,,,
453077,2022-12-01,3469267,0,,,,
453077,2024-12-01,3469267,0,,,,
453077,2023-12-01,3469267,0,,,,
1398426,2021-12-01,3469267,0,,,,
1398426,2024-12-01,3469267,0,,,,
1398426,2023-12-01,3469267,0,,,,
1398426,2023-12-01,3469267,,,,,
1398426,2022-12-01,3469267,0,,,,
206108,2022-12-01,3530024,,,,,
206108,2023-12-01,3530024,,,,,
1203855,2024-12-01,3657337,,,,,
1010281,2023-12-01,3659640,,,,,
1010281,2024-12-01,3659640,,,,,
